Date,Max. Demand (Generation end) MW,Max. Demand (Sub-station end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Rule Curve ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh,Dhaka (Demand at Evening Peak),Mymensingh (Demand at Evening Peak),Chattogram (Demand at Evening Peak),Sylhet (Demand at Evening Peak),Khulna (Demand at Evening Peak),Barishal (Demand at Evening Peak),Rajshahi (Demand at Evening Peak),Rangpur (Demand at Evening Peak),Cumilla (Demand at Evening Peak)
20.05.16,7425.00,6791.00,7425.00,4918.00,5505.00,7425.00,0.00,69.43,78.20,28.8,911.51,142.55,2550,464,772,265,801,125,782,444,588
21.05.16,6168.00,5686.00,6168.00,3653.00,4100.00,6168.00,0.00,69.43,78.00,26.2,870.93,113.48,2490,496,326,148,775,62,775,450,164
22.05.16,7434.00,6758.00,7434.00,4410.00,6213.00,7434.00,0.00,69.78,77.80,33.0,994.61,142.53,2600,492,609,281,888,156,704,458,570
23.05.16,7775.00,7231.00,7775.00,4876.00,5581.00,7775.00,0.00,70.34,77.60,35.0,990.27,156.31,2835,498,818,295,874,158,811,366,576
23.05.16,7775.00,7231.00,7775.00,4876.00,5581.00,7775.00,0.00,70.34,77.60,35.0,990.27,156.31,2835,498,818,295,874,158,811,366,576
25.05.16,6205.00,6029.00,7093.00,4188.00,6688.00,6205.00,0.00,72.31,77.20,34.1,921.24,146.53,2459,209,832,236,701,97,548,424,523
26.05.16,7667.00,7060.00,7667.00,4924.00,6535.00,7610.00,0.00,73.93,77.00,34.6,973.09,153.30,2706,417,918,313,696,171,799,462,578
27.04.16,8300.00,7577.00,7573.00,6591.00,6607.00,7573.00,664.00,76.84,82.60,37,1018.24,166.23,3020,410,876,324,890,164,828,407,658
28.05.16,8001.00,7369.00,8001.00,5251.00,6026.00,8001.00,0.00,74.92,76.60,29,1067.55,153.93,2785,462,886,281,884,138,823,463,647
29.05.16,8067.00,7504.00,8067.00,5601.00,7239.00,8067.00,0.00,75.15,76.40,34.2,1021.50,163.72,2946,411,986,310,903,143,789,446,570
30.05.16,8100.00,7384.00,7909.00,5842.00,7112.00,7909.00,172.00,75.32,76.20,35.5,1003.92,168.04,2915,403,1010,304,765,126,761,456,644
31.05.16,7775.00,7283.00,7775.00,6010.00,7083.00,7775.00,0.00,75.36,76.00,34.7,997.81,167.15,2900,461,988,291,831,183,485,465,679
01.06.16,8200.00,7578.00,7982.00,5494.00,6964.00,7982.00,196.00,75.46,76.26,32.8,1016.31,164.74,2904,419,1008,326,899,155,800,409,658
02.06.16,8400.00,7766.00,8236.00,6383.00,7344.00,8236.00,148.00,75.46,76.26,35.4,1029.45,176.56,3143,458,982,293,881,162,837,345,665
03.06.16,8250.00,7617.00,8049.00,6358.00,6742.00,8049.00,181.00,75.72,76.78,36,983.44,172.55,3000,425,840,320,852,150,800,520,710
04.06.16,8400.00,7760.00,8148.00,6429.00,7043.00,8076.00,292.00,75.51,77.04,35,1038.07,182.39,3100,472,980,301,865,149,800,435,658
05.06.16,8482.00,7886.00,8482.00,6605.00,7040.00,8482.00,0.00,75.48,77.30,34.6,1045.30,180.23,3101,458,813,328,976,178,873,493,666
07.06.16,8357.00,7742.00,8357.00,6317.00,7163.00,8357.00,0.00,76.57,77.82,32.9,1043.52,189.28,2893,457,787,310,1003,185,871,502,734
06.06.16,8600.00,7851.00,8420.00,6762.00,7476.00,8367.00,210.00,75.53,77.56,32.5,1044.85,180.47,3110,445,859,317,885,158,910,455,712
08.06.16,8650.00,7881.00,8510.00,5921.00,7199.00,8510.00,126.00,77.68,78.08,34,1081.79,176.31,3215,458,773,311,915,164,880,450,715
09.06.16,8387.00,7722.00,8387.00,6449.00,7189.00,8387.00,0.00,78.15,78.34,31.5,1076.57,177.65,3064,453,731,318,899,173,905,480,699
10.06.16,8402.00,7713.00,8402.00,6077.00,6536.00,8402.00,0.00,78.15,78.60,33,1083.87,170.14,3089,429,757,340,935,151,891,417,704
11.06.16,8226.00,7587.00,8226.00,5066.00,5066.00,8226.00,0.00,78.32,78.87,34.3,1024.85,163.10,2959,471,726,337,950,149,882,459,654
12.06.16,7774.00,7244.00,7774.00,4767.00,6176.00,7774.00,0.00,79.29,79.14,29.5,974.96,151.46,2714,461,741,325,885,139,804,468,707
13.06.16,8285.00,7621.00,8285.00,4884.00,6389.00,8285.00,0.00,81.05,79.41,31.2,1026.31,156.39,2972,481,808,330,892,153,858,458,669
14.06.16,8551.00,7775.00,8551.00,5614.00,6737.00,8551.00,0.00,83.17,79.68,32.6,1054.34,168.39,3165,453,811,327,922,175,886,408,628
15.06.16,8776.00,8067.00,8776.00,6000.00,7014.00,8776.00,0.00,84.14,79.95,32.8,1067.73,175.06,3181,461,844,333,980,187,916,500,665
16.06.16,8711.00,8022.00,8711.00,5973.00,7108.00,8711.00,0.00,84.57,80.22,34.2,1072.36,195.05,3291,422,815,329,960,180,817,501,707
17.06.16,8512.00,8024.00,8512.00,6045.00,6296.00,8512.00,0.00,84.99,80.49,33.7,1079.96,171.76,3080,470,898,332,975,186,866,490,727
18.06.16,8700.00,8092.00,8617.00,6133.00,6684.00,8582.00,106.00,84.22,80.76,34.8,1086.71,177.38,3162,460,915,351,975,151,896,478,704
19.06.16,8671.00,8020.00,8671.00,6547.00,7507.00,8671.00,0.00,85.29,81.03,34.0,1063.47,184.62,3208,457,853,326,946,172,864,464,730
20.06.16,8800.00,8016.00,8679.00,6646.00,7209.00,8679.00,109.00,85.35,81.30,35.3,1072.29,182.47,3190,410,870,339,970,169,883,492,693
21.06.16,8800.00,8186.00,8647.00,6663.00,7377.00,8590.00,189.00,85.16,81.58,34.7,1115.71,185.87,3245,462,908,331,1056,175,867,362,780
22.06.16,8750.00,8039.00,8450.00,6623.00,7330.00,8447.00,273.00,85.08,81.84,34.7,1096.47,182.26,3320,482,885,360,946,176,765,430,675
23.06.16,8738.00,8060.00,8738.00,6699.00,7290.00,8738.00,0.00,84.98,82.11,33.8,1074.51,182.96,3334,339,944,321,902,174,846,442,758
24.06.16,8698.00,7964.00,8698.00,6516.00,6611.00,8698.00,0.00,84.84,82.38,34.6,1076.92,176.16,3097,455,818,355,960,194,904,458,723
26.06.16,8900.00,8202.00,8662.00,6792.00,7889.00,8662.00,214.00,84.96,82.92,32.5,1075.11,188.44,3375,460,915,366,965,168,855,460,638
27.06.16,8900.00,8227.00,8669.00,7203.00,7674.00,8669.00,208.00,85.20,83.19,35,1077.92,188.64,3250,455,942,330,980,175,925,460,710
28.06.16,8900.00,8190.00,8749.00,6982.00,7682.00,8749.00,136.00,85.21,83.46,34.6,1112.31,195.96,3300,460,878,354,965,185,860,468,720
29.06.16,8950.00,8341.00,8968.00,7196.00,7559.00,8950.00,0.00,85.21,83.73,34.8,1088.99,194.46,3354,449,875,345,983,193,887,502,753
29.06.16,8950.00,8341.00,8968.00,7196.00,7559.00,8950.00,0.00,85.21,83.73,34.8,1088.99,194.46,3354,449,875,345,983,193,887,502,753
02.07.16,8327.00,7702.00,8367.00,6356.00,6946.00,8327.00,0.00,87.58,84.32,32.2,1102.91,176.94,2943,437,828,326,983,174,783,448,780
03.07.16,8066.00,7471.00,8080.00,5781.00,6253.00,8066.00,0.00,88.54,84.48,31.3,1060.60,164.44,2796,475,809,338,906,160,829,442,716
04.07.16,7643.00,7121.00,7643.00,4960.00,5560.00,7643.00,0.00,88.93,84.64,30.8,980.09,148.08,2397,527,719,340,950,130,816,487,755
05.07.16,7265.00,6624.00,7265.00,4336.00,4701.00,7265.00,0.00,89.89,84.80,28.5,939.94,134.61,2007,508,733,333,914,167,754,479,729
06.07.16,7241.00,6776.00,7241.00,4237.00,4632.00,7241.00,0.00,90.82,84.96,28.8,924.18,133.45,2083,535,749,326,925,170,811,452,725
07.07.16,7162.00,6566.00,7167.00,4630.00,5351.00,7162.00,0.00,91.96,85.12,33.6,1033.46,135.10,2063,514,642,294,910,176,799,470,698
08.07.16,7339.00,6690.00,7339.00,4908.00,5164.00,7339.00,0.00,93.03,85.28,33.6,983.60,140.80,2037,522,741,294,931,153,797,474,741
09.07.16,7361.00,6604.00,7422.00,5050.00,5271.00,7361.00,0.00,94.18,85.44,33.5,992.62,143.85,2036,505,851,328,917,177,586,458,746
10.07.16,7767.00,7086.00,7767.00,5277.00,5653.00,7767.00,0.00,94.88,85.60,33.0,1008.53,158.39,2266,500,789,346,936,179,863,470,737
11.07.16,8120.00,7543.00,8120.00,5448.00,6213.00,8120.00,0.00,95.49,85.76,33.4,1050.73,157.77,2553,504,930,346,962,181,829,504,734
12.07.16,8197.00,7563.00,8197.00,5695.00,6476.00,8197.00,0.00,95.71,85.92,33.4,1037.68,164.82,2665,499,870,344,982,190,827,467,719
13.07.16,8366.00,7670.00,8366.00,6089.00,6861.00,8366.00,0.00,95.78,86.08,33.5,1060.61,172.08,2831,478,928,338,989,165,854,430,657
14.07.16,8528.00,7932.00,8528.00,6445.00,7276.00,8528.00,0.00,95.77,86.24,34.5,1052.09,178.91,2909,488,927,344,961,161,886,496,760
15.07.16,8319.00,7579.00,8319.00,5906.00,6405.00,8319.00,0.00,95.65,86.40,33.2,1027.32,167.25,2740,510,736,353,955,178,868,498,741
16.07.16,7990.00,7469.00,7990.00,5459.00,6621.00,7990.00,0.00,95.44,86.56,29.5,1036.21,162.03,2799,447,906,321,933,162,773,473,655
17.07.16,8207.00,7756.00,8207.00,5722.00,6712.00,8207.00,0.00,95.34,86.72,32.5,1018.93,165.45,2840,506,941,312,938,177,823,494,725
18.07.16,8479.00,7872.00,8479.00,5132.00,6547.00,8479.00,0.00,95.28,86.88,31.0,1040.86,161.46,2983,497,930,318,971,175,811,487,700
19.07.16,8615.00,7965.00,8615.00,5765.00,6778.00,8615.00,0.00,95.24,87.04,31.5,1065.20,169.11,3007,467,1012,320,949,180,842,483,705
20.07.16,8650.00,7965.00,8477.00,6135.00,7103.00,8477.00,156.00,95.24,87.20,32.0,1071.83,174.71,3029,458,1035,343,945,165,850,435,705
21.07.16,8371.00,7725.00,8371.00,6430.00,7094.00,8371.00,0.00,95.27,87.36,31.9,1008.67,175.77,3042,427,919,338,907,171,823,431,667
22.07.16,7939.00,7414.00,7939.00,5761.00,5816.00,7939.00,0.00,95.25,87.52,30.8,1018.75,168.05,2653,451,930,310,913,157,824,468,708
23.07.16,8259.00,7657.00,8263.00,5911.00,6585.00,8259.00,0.00,95.18,87.68,31.1,978.21,164.05,2866,484,994,315,957,140,835,414,652
24.07.16,8375.00,7787.00,8375.00,6086.00,6829.00,8375.00,0.00,95.09,87.84,32.2,991.66,169.40,2913,452,974,334,914,188,812,494,706
25.07.16,8216.00,7716.00,8216.00,6028.00,6877.00,8216.00,0.00,94.97,88.00,31.8,992.93,167.19,2949,477,909,321,961,143,844,429,683
26.07.16,8400.00,7696.00,8343.00,5518.00,6779.00,8260.00,126.00,94.86,88.16,30.7,1027.33,164.67,2956,452,920,332,887,175,852,437,685
27.07.16,8354.00,7845.00,8402.00,6010.00,6881.00,8354.00,0.00,94.84,88.32,33.5,1082.95,172.41,3012,441,928,355,950,175,858,413,713
28.07.16,8616.00,7944.00,8616.00,6243.00,7443.00,8616.00,0.00,94.84,88.49,33.5,1067.95,179.05,3050,441,947,334,975,183,884,389,741
29.07.16,8277.00,7636.00,8277.00,5956.00,6101.00,8277.00,0.00,94.94,88.66,31.8,1036.25,167.27,2903,424,873,341,954,173,880,395,693
30.07.16,8300.00,7607.00,8035.00,6300.00,7080.00,7984.00,284.00,94.98,88.83,33.5,1059.75,173.72,2779,453,990,334,929,165,850,380,727
22.04.16,8040.00,7471.00,8087.00,5959.00,6522.00,8040.00,0.00,79.84,83.60,36.4,1092.23,167.36,2952,450,786,166,884,181,904,445,703
01.08.16,8472.00,7852.00,8472.00,6272.00,7212.00,8472.00,0.00,95.10,89.32,33.6,1052.78,180.01,3132,456,890,325,1007,152,819,388,683
02.08.16,8414.00,7842.00,8414.00,5960.00,7070.00,8414.00,0.00,95.40,89.64,33.8,1016.52,183.65,3142,452,906,349,933,167,824,433,636
03.08.16,8650.00,8003.00,8477.00,6304.00,7387.00,8477.00,156.00,95.88,89.64,33.8,1033.91,180.50,3180,460,926,308,940,189,850,438,712
04.08.16,8600.00,7802.00,8312.00,6610.00,7384.00,8312.00,259.00,96.06,90.28,35,1015.85,181.27,3037,470,900,370,920,170,835,430,670
05.08.16,8322.00,7588.00,8322.00,5929.00,6225.00,8322.00,0.00,96.15,90.60,33.3,1036.55,168.68,2837,347,934,362,932,173,861,411,731
06.08.16,8438.00,7829.00,8438.00,5993.00,6822.00,8438.00,0.00,96.18,90.92,31.8,1060.88,173.52,3092,472,976,351,895,166,824,402,651
07.08.16,8620.00,7898.00,8501.00,6175.00,7267.00,8501.00,107.00,96.18,91.04,32.6,1049.86,176.88,3085,426,930,356,954,186,889,426,646
08.08.16,8600.00,7669.00,8431.00,6602.00,7277.00,8431.00,152.00,96.18,91.56,33.3,1044.66,187.46,2962,430,955,310,895,164,845,425,683
09.08.16,8350.00,7619.00,8130.00,6519.00,7021.00,8130.00,198.00,95.75,91.88,31.6,1009.14,176.38,3020,425,840,360,885,139,870,410,670
10.08.16,7682.00,7082.00,7682.00,4781.00,5998.00,7682.00,0.00,95.85,92.20,28.8,959.16,149.60,2974,457,779,327,498,156,733,456,702
11.08.16,8165.00,7594.00,8165.00,5336.00,6931.00,8165.00,0.00,95.30,92.52,32.6,995.29,161.25,3034,414,913,345,834,177,827,423,627
12.08.16,8297.00,7637.00,8297.00,5658.00,6210.00,8297.00,0.00,95.40,92.84,33.8,1017.85,163.46,2823,447,910,346,930,176,881,399,725
13.08.16,8550.00,7762.00,8395.00,6466.00,7359.00,8342.00,187.00,95.31,93.16,33.5,1041.54,177.77,2976,465,861,362,926,163,888,418,703
14.08.16,8700.00,8025.00,8418.00,6647.00,7383.00,8418.00,254.00,97.25,93.48,33.4,1067.45,181.95,3115,475,956,370,929,170,870,430,710
15.08.16,8461.00,7758.00,8461.00,6425.00,6935.00,8461.00,0.00,95.16,93.80,34.8,1096.39,178.36,2897,464,812,364,950,172,899,423,777
16.08.16,7727.00,7115.00,7908.00,6346.00,7253.00,7727.00,0.00,95.52,94.12,33.8,1087.55,171.58,2509,334,961,339,937,162,812,333,728
17.08.16,8073.00,7481.00,8073.00,6118.00,6719.00,8073.00,0.00,96.12,94.44,31,1087.55,169.43,3064,457,863,344,735,125,838,360,695
19.08.16,8466.00,7633.00,8466.00,6384.00,6699.00,8466.00,0.00,97.17,95.08,34.8,1087.55,174.55,2914,422,820,331,976,178,816,487,689
20.08.16,8700.00,7942.00,8504.00,6868.00,7248.00,8479.00,199.00,97.19,95.40,33.6,0.00,184.18,3125,450,930,346,975,191,800,450,675
18.08.16,8700.00,7954.00,8572.00,6274.00,7347.00,8501.00,115.00,96.86,94.76,32.6,1087.55,177.22,3100,420,987,312,985,187,830,420,713
21.08.16,6406.00,5939.00,8293.00,5108.00,6737.00,6406.00,0.00,97.24,95.72,29.6,1087.55,160.69,2186,275,900,332,397,76,780,404,589
22.08.16,8700.00,7980.00,8560.00,4923.00,6533.00,8502.00,178.00,98.95,96.04,32.2,1087.55,159.88,3134,420,930,356,920,170,870,480,700
25.08.16,8700.00,7961.00,8142.00,6678.00,7195.00,8003.00,627.00,100.66,97.02,36.1,1087.55,179.71,3310,355,945,206,1040,195,960,590,360
24.08.16,8750.00,7962.00,8369.00,7014.00,7595.00,8364.00,347.00,100.49,96.69,34.6,1087.55,186.29,3030,430,1080,370,875,150,875,442,710
26.08.16,8600.00,7781.00,8477.00,5678.00,6593.00,8271.00,295.00,100.70,93.35,33.2,1087.55,165.18,2900,450,830,356,1020,135,870,470,750
23.08.16,8800.00,8152.00,8680.00,6305.00,7171.00,8680.00,108.00,99.79,96.36,33.2,1087.55,189.11,3118,440,1017,358,1000,161,883,450,725
27.08.16,8800.00,8047.00,8569.00,6462.00,7253.00,8569.00,208.00,100.90,97.68,35.5,1064.39,181.19,3131,460,940,366,1000,180,810,400,760
28.08.16,8800.00,8067.00,8449.00,6615.00,7518.00,8449.00,316.00,101.05,98.01,32.2,1043.78,184.23,3172,460,1020,340,960,170,850,395,700
29.08.16,8950.00,8255.00,8602.00,6824.00,7514.00,8602.00,313.00,101.14,98.34,34.2,1069.32,186.40,3300,440,940,360,950,175,915,440,735
30.08.16,9000.00,8196.00,8719.00,6881.00,7579.00,8700.00,270.00,101.48,98.67,35.3,1071.87,186.87,3250,440,935,340,980,175,895,445,736
31.08.16,8900.00,8225.00,8545.00,6821.00,7542.00,8495.00,365.00,101.69,99.00,33.7,1073.75,184.37,3255,451,1037,345,990,163,851,437,696
01.09.16,8800.00,7954.00,8482.00,6551.00,7339.00,8482.00,286.00,101.78,99.23,33.4,1011.28,182.04,3100,460,920,312,967,175,870,450,700
02.09.16,8500.00,7799.00,8253.00,6117.00,6505.00,8107.00,354.00,102.20,99.46,32.8,991.52,172.68,3040,390,960,320,980,167,855,440,647
03.09.16,8650.00,7961.00,8220.00,6060.00,6735.00,8220.00,387.00,102.72,99.69,32.6,1049.78,173.75,3225,440,950,335,911,90,860,440,710
04.09.16,8700.00,7962.00,8224.00,6606.00,7391.00,8212.00,439.00,103.03,99.92,32.5,1015.93,180.02,3224,440,942,320,960,150,816,440,670
05.09.16,8800.00,8217.00,8409.00,6528.00,7096.00,8409.00,352.00,103.24,100.15,32.5,1044.73,198.23,3280,435,990,325,900,160,865,510,752
06.09.16,8700.00,8221.00,8325.00,6342.00,7111.00,8304.00,356.00,103.28,100.38,31.4,1038.55,179.25,3330,430,985,300,895,160,865,510,746
07.09.16,8900.00,8265.00,8566.00,6695.00,7031.00,8566.00,301.00,103.31,100.61,32.8,1056.44,183.32,3250,435,1080,375,887,163,850,445,780
08.09.16,8890.00,8350.00,8890.00,6664.00,7577.00,8890.00,0.00,103.25,100.84,33.6,1081.55,186.60,3260,384,962,355,956,175,957,516,785
09.09.16,8800.00,8228.00,8653.00,6429.00,6909.00,8653.00,132.00,103.13,101.07,34.4,1043.83,178.70,2978,435,1080,342,1000,191,950,455,797
10.09.16,8450.00,7751.00,8311.00,6496.00,6826.00,8295.00,140.00,103.01,101.30,34.2,1104.98,173.14,2807,423,932,359,975,170,900,465,720
11.09.16,7976.00,7356.00,7976.00,6120.00,6319.00,7976.00,0.00,102.91,101.53,32.8,1123.84,167.00,2488,448,951,349,950,178,802,436,754
12.09.16,7593.00,6924.00,7593.00,5236.00,5399.00,7593.00,0.00,102.83,101.76,32.3,1022.94,148.26,2218,505,785,266,912,156,824,495,763
13.09.16,7345.00,6828.00,7345.00,4317.00,4403.00,7345.00,0.00,102.85,101.99,29.2,978.94,135.70,2151,531,693,340,911,157,835,481,729
14.09.16,7461.00,6832.00,7461.00,5046.00,5348.00,7461.00,0.00,103.09,102.22,32.6,1018.84,144.33,2115,520,783,290,877,173,835,478,761
14.09.16,7461.00,6832.00,7461.00,5046.00,5348.00,7461.00,0.00,103.09,102.22,32.6,1018.84,144.33,2115,520,783,290,877,173,835,478,761
16.09.16,7679.00,7139.00,7716.00,5368.00,5639.00,7716.00,0.00,104.17,102.68,33.8,986.42,161.67,2212,507,894,335,912,164,842,495,778
17.09.16,7965.00,7360.00,7965.00,5916.00,6223.00,7965.00,0.00,105.00,102.91,34.7,1008.92,160.27,2477,457,902,348,968,176,795,463,774
18.09.16,8300.00,7664.00,8082.00,5908.00,6772.00,8082.00,196.00,105.71,103.14,33.0,985.15,166.68,2716,470,1020,340,940,163,820,405,790
19.09.16,8350.00,7802.00,8204.00,6031.00,6747.00,8183.00,150.00,106.21,103.37,29.7,1000.44,171.02,2744,479,957,329,960,170,903,488,772
20.09.16,8400.00,7763.00,8285.00,5196.00,6533.00,8285.00,104.00,106.40,103.60,31.1,954.84,170.79,2860,500,935,330,904,173,830,431,800
21.09.16,8350.00,7848.00,8210.00,6101.00,7024.00,8179.00,154.00,106.64,103.84,31.8,996.23,173.39,2909,506,927,339,1003,169,814,425,756
22.09.16,8550.00,7887.00,8401.00,6094.00,7133.00,8401.00,134.00,106.86,104.08,32.7,1049.55,174.88,3000,478,884,339,950,176,850,448,762
23.09.16,8085.00,7682.00,8085.00,5918.00,6255.00,8215.00,0.00,106.96,104.32,34.0,1048.50,166.97,2814,510,863,335,944,187,821,456,752
24.09.16,8790.00,8093.00,8790.00,6206.00,7007.00,8790.00,0.00,107.12,104.54,32.2,1094.86,176.08,3078,487,969,311,955,188,879,503,723
25.09.16,8484.00,7904.00,8484.00,6374.00,6933.00,8484.00,0.00,107.23,104.80,34.1,1051.94,176.03,3191,410,881,349,932,197,747,380,817
27.09.16,8700.00,7858.00,8700.00,6306.00,7294.00,8700.00,0.00,107.36,105.28,34.4,1056.47,181.04,3084,424,754,358,912,179,896,490,761
28.09.16,8750.00,7963.00,8628.00,6306.00,7209.00,8593.00,141.00,107.43,105.52,30.2,1012.95,182.47,3015,448,940,343,944,172,889,460,752
30.09.16,8739.00,7965.00,8739.00,6210.00,6431.00,8739.00,0.00,107.74,106.00,34.4,1056.94,178.42,2947,453,870,373,963,172,901,488,798
01.10.16,8800.00,8000.00,8606.00,6305.00,7395.00,8570.00,207.00,108.16,106.09,34.0,994.35,181.99,3115,400,1010,332,940,177,866,435,725
02.10.16,8900.00,8046.00,8789.00,6975.00,7490.00,8789.00,100.00,108.44,106.18,32.3,1047.56,186.15,3114,438,940,364,955,162,888,457,728
03.10.16,8900.00,8153.00,8692.00,6754.00,7367.00,8640.00,234.00,108.73,106.27,34,1032.80,187.77,3320,458,890,360,940,175,860,430,720
04.10.16,8900.00,8180.00,8681.00,6860.00,7553.00,8681.00,197.00,108.86,106.36,35.5,1012.46,179.61,3194,440,993,349,960,175,835,447,787
05.10.16,8900.00,8254.00,8784.00,6528.00,7612.00,8748.00,137.00,108.77,106.45,32.8,1061.33,184.63,3236,458,972,345,971,175,878,449,770
07.10.16,8614.00,7840.00,8614.00,5995.00,6280.00,8590.00,0.00,108.51,106.63,31.8,1033.61,173.33,2958,422,912,246,957,183,905,473,784
08.10.16,8804.00,8142.00,8804.00,6380.00,7401.00,8804.00,0.00,108.49,106.72,32.6,1101.89,181.29,3238,419,923,346,944,170,859,479,764
12.10.16,8105.00,7573.00,8105.00,5095.00,5898.00,8105.00,0.00,108.67,107.10,31.4,951.93,155.80,2947,389,837,293,928,183,848,437,711
11.10.16,7914.00,7261.00,7914.00,5649.00,6416.00,7914.00,0.00,108.72,107.00,30.2,966.49,158.45,2865,403,842,316,961,141,754,438,541
09.10.16,8864.00,8187.00,8864.00,6514.00,7345.00,8864.00,0.00,108.77,106.82,33.0,1073.19,184.96,3250,413,949,351,959,183,837,454,791
06.10.16,8850.00,8183.00,8704.00,6651.00,7467.00,8704.00,131.00,108.51,106.54,30.4,1052.30,186.06,3162,427,961,340,976,168,890,454,805
10.10.16,8606.00,8049.00,8606.00,6433.00,7327.00,8606.00,0.00,108.82,106.90,33.5,1024.21,176.09,3162,388,961,334,963,167,865,465,744
13.10.16,8198.00,7689.00,8198.00,5620.00,6963.00,8198.00,0.00,108.86,107.20,33.0,983.23,166.83,3061,389,848,304,904,161,825,432,765
14.10.16,7993.00,7419.00,7993.00,5450.00,5998.00,7977.00,0.00,108.65,107.30,32.4,997.55,157.14,2775,421,829,342,936,169,782,445,720
15.10.16,8700.00,8140.00,8568.00,5570.00,6521.00,8568.00,119.00,108.64,107.43,33.5,1020.59,167.34,3240,414,923,360,963,179,809,461,791
16.10.16,8630.00,8084.00,8630.00,6004.00,7494.00,8630.00,0.00,108.58,107.50,34.4,1030.52,176.39,3438,393,890,374,859,198,811,415,706
17.10.16,8650.00,7937.00,8609.00,6204.00,7402.00,8495.00,140.00,108.47,107.50,34.7,1015.58,185.48,3239,408,895,360,925,180,855,420,655
18.10.16,8694.00,8182.00,8694.00,6542.00,7567.00,8694.00,0.00,108.33,107.70,34.6,1009.09,183.91,3123,422,900,365,1066,151,838,521,796
19.10.16,8802.00,8193.00,8802.00,6507.00,7472.00,8802.00,0.00,108.22,107.80,34.7,995.66,184.22,3271,426,967,358,930,157,983,394,707
20.10.16,8640.00,8055.00,8640.00,6426.00,7407.00,8640.00,0.00,108.11,107.90,36,973.25,182.79,3197,455,849,356,966,178,850,461,743
21.10.16,8275.00,7676.00,8275.00,5686.00,6410.00,8275.00,0.00,108.10,108.00,35.8,988.57,165.23,2909,478,817,319,931,175,828,460,759
21.10.16,8275.00,7676.00,8275.00,5686.00,6410.00,8275.00,0.00,108.10,108.00,35.8,988.57,165.23,2909,478,817,319,931,175,828,460,759
23.10.16,8547.00,8018.00,8547.00,5739.00,7098.00,8547.00,0.00,107.61,108.20,33.2,1005.23,170.31,3187,464,862,348,891,165,780,458,863
24.10.16,8676.00,8092.00,8676.00,5733.00,7024.00,8676.00,0.00,107.47,108.30,32.5,1015.19,169.20,3255,450,835,339,953,168,875,464,753
25.10.16,8742.00,8100.00,8742.00,5827.00,7100.00,8742.00,0.00,107.24,108.40,34,1032.29,172.83,3212,435,897,350,946,156,877,476,751
26.10.16,8850.00,8229.00,8850.00,6130.00,7376.00,8850.00,0.00,107.09,108.50,33.8,1022.56,178.40,3253,400,904,358,978,164,879,486,807
27.10.16,8214.00,7618.00,8214.00,5640.00,6357.00,8214.00,0.00,106.85,108.60,30.2,942.52,163.29,3041,409,896,277,936,155,780,450,674
28.10.16,7532.00,7038.00,7532.00,5213.00,5760.00,7532.00,0.00,106.85,108.60,30.5,913.93,148.85,2679,440,804,286,855,148,768,429,629
30.10.16,8460.00,7976.00,8460.00,5580.00,6903.00,8460.00,0.00,106.48,108.90,32.5,988.73,166.62,3122,442,934,342,937,169,807,445,778
31.10.16,8559.00,7817.00,8559.00,5766.00,7147.00,8559.00,0.00,106.38,109.00,33,991.79,170.78,3217,430,911,343,911,156,802,342,705
01.10.16,8800.00,8000.00,8606.00,6305.00,7395.00,8570.00,207.00,108.16,106.09,34.0,994.35,181.99,3115,400,1010,332,940,177,866,435,725
02.11.16,8493.00,7972.00,8493.00,6006.00,7175.00,8493.00,0.00,106.01,108.80,34.1,1008.17,175.02,3155,425,922,259,919,180,876,454,782
03.11.16,8497.00,7891.00,8497.00,6149.00,7446.00,8497.00,0.00,105.77,108.70,34.5,974.79,176.50,3178,406,907,335,924,174,824,402,741
04.11.16,7263.00,6797.00,7263.00,4840.00,5301.00,7263.00,0.00,105.53,108.60,28.5,868.00,147.38,2520,441,819,266,822,150,754,426,599
05.11.16,6583.00,6233.00,6583.00,4800.00,5781.00,6583.00,0.00,105.48,108.50,25,799.09,132.30,2586,466,497,249,753,86,724,441,431
06.11.16,7200.00,6675.00,7200.00,3800.00,5368.00,7153.00,0.00,105.71,108.40,24.2,833.34,123.25,2507,477,684,254,843,130,757,427,596
07.11.16,7536.00,7042.00,7536.00,4360.00,5781.00,7536.00,0.00,105.69,108.30,27.4,827.95,136.56,2680,446,798,278,860,145,762,446,627
08.11.16,7598.00,7080.00,7598.00,4505.00,5922.00,7598.00,0.00,105.99,108.20,30.2,841.36,149.94,2747,480,831,299,812,150,734,418,609
09.11.16,7630.00,7199.00,7630.00,4508.00,5998.00,7630.00,0.00,105.91,108.10,31.2,880.24,141.25,2800,451,915,293,845,144,727,420,604
10.11.16,7615.00,7122.00,7615.00,4698.00,6041.00,7615.00,0.00,105.80,108.00,30.7,862.80,141.75,2798,434,834,296,833,146,739,429,613
11.11.16,6818.00,6302.00,6818.00,4438.00,4859.00,6818.00,0.00,105.70,107.90,29.5,843.68,126.56,2263,458,720,278,765,139,667,410,602
