Date,Max. Demand (Generation end) MW,Max. Demand (Sub-station end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Rule Curve ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh,Dhaka (Demand at Evening Peak),Mymensingh (Demand at Evening Peak),Chattogram (Demand at Evening Peak),Sylhet (Demand at Evening Peak),Khulna (Demand at Evening Peak),Barishal (Demand at Evening Peak),Rajshahi (Demand at Evening Peak),Rangpur (Demand at Evening Peak),Cumilla (Demand at Evening Peak)
18.07.18,11184.00,10458.00,11387.00,8175.60,9372.60,11184.00,0.00,104.07,86.88,34.7,1037.06,231.62,3988,725,1036,480,1337,257,1092,561,982
19.07.18,11144.00,10508.00,11387.00,8175.60,9735.40,11144.00,0.00,104.07,86.88,37.6,1046.61,231.62,4141,701,1071,493,1238,282,1103,585,894
20.07.18,10357.00,9785.00,10976.00,8338.30,8463.80,10357.00,0.00,103.56,87.20,34.3,1017.81,222.60,3660,616,958,450,1291,261,1175,440,934
21.07.18,10621.00,10060.00,10621.00,7554.40,7876.00,10621.00,0.00,103.30,87.36,31.3,1046.25,212.38,3892,685,962,445,1236,257,1049,614,920
22.07.18,10670.00,10075.00,10670.00,7374.60,8186.40,10670.00,0.00,103.15,87.36,32.6,1039.30,210.09,3886,582,1003,436,1269,283,1016,600,1000
23.07.18,10271.00,9679.00,10271.00,7421.00,8546.50,10271.00,0.00,102.97,87.68,32.7,1059.89,217.57,3725,709,1015,416,1204,272,934,477,927
24.07.18,9945.00,9578.00,9945.00,7150.50,8203.00,9945.00,0.00,102.90,87.68,30.3,1038.45,201.49,3689,675,969,423,1232,266,902,499,923
25.07.18,10340.00,9865.00,10340.00,6935.20,8224.70,10340.00,0.00,103.21,88.00,34.2,1054.62,203.24,3763,745,1076,418,1235,245,929,504,950
26.07.18,10256.00,9638.00,10256.00,7328.00,8326.70,10256.00,0.00,103.35,88.16,28.7,1034.31,204.55,3691,709,952,439,1219,216,957,532,923
27.07.18,9613.00,9186.00,9613.00,6828.50,7091.90,9613.00,0.00,103.27,88.16,30.5,1003.52,191.21,3378,721,901,429,1103,255,929,560,910
28.06.18,10359.00,9680.00,10359.00,6793.40,8287.90,10359.00,0.00,102.57,83.46,33.8,1084.73,208.30,3497,644,927,456,1284,262,1069,627,914
29.07.18,10552.00,10087.00,10552.00,7338.00,8436.80,10552.00,0.00,103.14,88.49,32,1069.26,212.47,3808,770,1058,443,1297,272,941,552,946
30.07.18,10538.00,9839.00,10538.00,7371.50,8744.40,10538.00,0.00,103.14,88.83,31.8,1087.59,214.44,3849,694,997,406,1274,217,950,517,935
31.07.18,10651.00,10122.00,10651.00,7655.10,8962.00,10651.00,0.00,102.96,89.00,33.2,1146.02,218.80,3935,735,995,408,1263,272,1005,558,951
01.08.18,10115.00,9609.00,10115.00,7522.40,8569.90,10115.00,0.00,102.82,89.32,32.5,1144.63,211.93,3757,715,947,414,1199,229,911,521,916
02.08.18,10086.00,9445.00,10086.00,7318.00,8295.10,10086.00,0.00,102.86,89.64,32.7,1115.57,205.16,3700,709,967,398,1232,242,971,517,709
03.08.18,9727.00,9279.00,9727.00,6474.10,6834.70,9727.00,0.00,103.10,89.64,32.6,1096.45,188.55,3421,683,985,395,1137,259,976,551,872
04.08.18,10518.00,9962.00,10518.00,7149.00,8216.00,10518.00,0.00,103.26,90.28,34,1159.12,209.35,3848,763,1074,451,1318,196,991,328,993
05.08.18,10862.00,10339.00,10862.00,8129.40,8831.30,10862.00,0.00,103.34,90.60,32,1150.43,249.50,3968,764,1032,429,1304,269,1083,523,967
