Date,Max. Demand (Generation end) MW,Highest Generation (Generation end) MW,Minimum Generation (Generation end) MW,Day-peak Generation (Generation end) MW,Evening-peak Generation (Generation end) MW,Evening Peak Load-shed (Sub-station end) MW,Water Level of Kaptai Lake at 06:00 AM ft,Maximum Temperature in Dhaka (C),Total Gas Supplied MMCFD,Total Energy (Generation + India Import) MKWh
06.03.16,5946.0,7130.0,3615.0,6968.0,5946.0,0.0,92.32,33.6,851.60,142.65
07.03.16,7485.0,7485.0,4352.0,6151.0,7485.0,0.0,92.08,33.0,940.45,137.98
08.03.16,7957.0,7957.0,5315.0,6605.0,7957.0,0.0,91.84,32.7,938.98,154.45
09.03.16,7953.0,7953.0,5630.0,6534.0,7953.0,0.0,91.6,34.5,935.14,159.37
10.03.16,7942.0,7942.0,6104.0,7176.0,7942.0,0.0,91.36,34.4,919.85,165.31
11.03.16,7777.0,7777.0,5819.0,6038.0,7777.0,0.0,91.04,34.5,926.42,156.42
12.03.16,7995.0,7995.0,6122.0,6699.0,7995.0,0.0,90.48,34.2,936.04,163.29
13.03.16,7781.0,7781.0,6342.0,6476.0,7781.0,202.0,89.95,31.2,923.16,163.47
14.03.16,7865.0,7865.0,5890.0,6856.0,7865.0,0.0,89.71,31.6,935.64,160.72
15.03.16,8000.0,7613.0,5747.0,6839.0,7613.0,348.0,89.46,32.6,928.80,159.81
16.03.16,8000.0,7814.0,5655.0,6707.0,7814.0,167.0,89.12,32.2,930.26,162.22
17.03.16,7801.0,7801.0,5903.0,6804.0,7801.0,0.0,88.83,33.5,935.08,160.48
18.03.16,7588.0,7588.0,5493.0,5684.0,7588.0,0.0,88.52,33.8,898.34,147.56
19.03.16,7711.0,7711.0,4820.0,6611.0,7711.0,0.0,88.17,31,889.93,148.86
20.03.16,7711.0,7711.0,5599.0,6959.0,7711.0,0.0,87.97,32.0,913.13,180.6
21.03.16,7950.0,7584.0,5816.0,6905.0,7584.0,329.0,87.68,34.8,897.97,160.1
22.03.16,7900.0,7634.0,5408.0,6620.0,7626.0,247.0,87.32,34.2,908.36,171.01
23.03.16,8025.0,8025.0,6221.0,6997.0,8025.0,0.0,86.99,34.2,953.91,168.21
24.03.16,8050.0,7923.0,5805.0,7048.0,7923.0,118.0,86.62,34.5,948.45,163.22
25.03.16,7788.0,7788.0,5758.0,6048.0,7788.0,0.0,86.62,34.6,947.97,154.17
26.03.16,7825.0,7825.0,5819.0,6576.0,7825.0,0.0,86.04,34.7,987.87,158.79
27.03.16,8088.0,8088.0,6198.0,6979.0,8088.0,0.0,85.83,33.2,948.91,167.39
28.03.16,7013.0,7054.0,4993.0,5991.0,7013.0,0.0,85.52,29.2,891.04,146.23
29.03.16,7005.0,7005.0,4610.0,6245.0,7005.0,0.0,85.43,33.6,893.97,136.4
30.03.16,7352.0,7352.0,4992.0,6675.0,7352.0,0.0,85.51,33.8,894.51,143.82
01.04.16,6272.0,6272.0,1759.0,3634.0,6272.0,0.0,85.42,27,840.50,93.3
02.04.16,7338.0,7338.0,4107.0,5335.0,7338.0,0.0,85.38,28,974.06,127.3
03.04.16,7249.0,7249.0,4733.0,5987.0,7249.0,0.0,85.3,31.5,927.93,137.7
04.04.16,7572.0,7572.0,4285.0,5867.0,7572.0,0.0,85.24,33.4,921.81,144.09
05.04.16,6889.0,6889.0,5614.0,6300.0,6889.0,0.0,85.07,31.2,907.79,149.04
06.04.16,7879.0,7879.0,5152.0,6378.0,7879.0,0.0,84.89,34.5,1049.58,153.1
07.04.16,8157.0,8157.0,6002.0,6919.0,8157.0,0.0,84.81,35.2,1022.15,167.03
08.04.16,8002.0,8002.0,5529.0,5803.0,8002.0,0.0,84.62,36,1050.66,169.56
09.04.16,8348.0,8348.0,6045.0,6651.0,8348.0,0.0,84.38,34.8,1021.29,170.37
10.04.16,8280.0,8329.0,6563.0,7365.0,8280.0,0.0,84.14,36,1011.06,177.75
11.04.16,8350.0,8054.0,6539.0,7389.0,7949.0,361.0,83.7,36.6,1006.45,176.56
12.04.16,8350.0,8099.0,6835.0,7507.0,8099.0,226.0,83.25,37.0,1007.35,178.72
13.04.16,8250.0,8050.0,6742.0,7479.0,8050.0,180.0,82.7,36.8,1006.20,175.98
14.04.16,7736.0,7820.0,6196.0,6739.0,7736.0,0.0,82.23,38,1107.81,168.3
15.04.16,7976.0,7976.0,6064.0,6399.0,7976.0,0.0,82.0,35.6,1114.22,164.35
17.04.16,8083.0,8083.0,6375.0,7266.0,8083.0,0.0,81.8,35.4,1013.67,173.24
18.04.16,8200.0,7991.0,6576.0,7203.0,7985.0,197.0,81.62,33.8,1047.73,169.27
19.04.16,8250.0,7958.0,6548.0,7363.0,7958.0,263.0,81.62,36.0,1021.33,176.14
20.04.16,8300.0,8059.0,6650.0,7144.0,8022.0,250.0,80.53,35.9,1038.03,176.05
21.04.16,8300.0,7948.0,6574.0,7328.0,7942.0,322.0,80.15,35.5,1049.08,175.43
22.04.16,8040.0,8087.0,5959.0,6522.0,8040.0,0.0,79.84,36.4,1092.23,167.36
16.04.16,7800.0,7588.0,6209.0,6750.0,7586.0,193.0,81.89,34.6,992.65,167.85
23.04.16,8200.0,7865.0,6516.0,7155.0,7865.0,302.0,79.41,36.4,1049.02,172.13
24.04.16,8300.0,7668.0,6347.0,7123.0,7522.0,700.0,79.03,39,1029.48,169.72
25.04.16,8300.0,7599.0,6724.0,6981.0,7531.0,701.0,78.44,37,1011.02,170.14
26.04.16,8300.0,7406.0,6527.0,6741.0,7344.0,860.0,77.63,37,1001.71,168.18
27.04.16,8300.0,7573.0,6591.0,6607.0,7573.0,664.0,76.84,37,1018.24,166.23
28.04.16,8300.0,7990.0,6820.0,6880.0,7990.0,279.0,76.13,36.5,1059.84,172.63
29.04.16,8250.0,8098.0,6391.0,6904.0,8098.0,137.0,75.71,37.4,1041.61,172.3
30.04.16,8400.0,7934.0,6658.0,6858.0,7396.0,904.0,75.36,37,921.76,171.62
01.05.16,5603.0,7193.0,3493.0,6383.0,5603.0,0.0,74.65,32.2,838.79,142.06
02.05.16,6665.0,6665.0,3965.0,5930.0,6665.0,0.0,74.07,33,885.23,129.38
03.05.16,7800.0,7513.0,4832.0,6173.0,7400.0,360.0,73.85,32.4,851.48,154.18
04.05.16,7967.0,7967.0,4613.0,6325.0,7967.0,0.0,73.03,33.6,918.22,150.75
06.05.16,7514.0,7514.0,5056.0,5908.0,7514.0,0.0,72.56,35,1000.23,146.97
06.05.16,7514.0,7514.0,5056.0,5908.0,7514.0,0.0,72.56,35,1000.23,146.97
07.05.16,6626.0,6626.0,5026.0,6110.0,6626.0,0.0,72.38,31.6,920.55,139.66
08.05.16,8271.0,8271.0,4438.0,6536.0,8271.0,0.0,72.37,34,1035.47,149.99
09.05.16,8026.0,8026.0,5968.0,7140.0,8026.0,0.0,72.3,35.6,998.54,170.57
10.05.16,8200.0,7927.0,6089.0,7154.0,7927.0,246.0,72.07,35.7,991.57,171.57
11.05.16,8250.0,7940.0,5809.0,7010.0,7940.0,279.0,71.83,36.4,981.07,166.79
12.05.16,6479.0,7772.0,5891.0,7304.0,6479.0,0.0,71.53,36.0,907.00,166.25
13.05.16,0.0,6192.0,4012.0,4946.0,6192.0,0.0,71.2,33.1,811.74,122.25
14.05.16,7753.0,7757.0,4174.0,6145.0,7753.0,0.0,71.03,34,973.66,139.38
15.05.16,7692.0,7733.0,5622.0,6913.0,7692.0,0.0,70.87,34.7,982.07,159.16
16.05.16,7900.0,7678.0,6045.0,6706.0,7678.0,200.0,70.57,35,949.97,163.85
17.05.16,7900.0,7694.0,6341.0,7003.0,7523.0,339.0,70.2,35.4,944.22,166.64
18.05.16,7850.0,7688.0,5336.0,6849.0,7688.0,146.0,69.8,32.8,957.95,149.51
19.05.16,7850.0,7693.0,5334.0,6166.0,7693.0,141.0,69.56,30.6,936.08,154.75
20.05.16,7425.0,7425.0,4918.0,5505.0,7425.0,0.0,69.43,28.8,911.51,142.55
21.05.16,6168.0,6168.0,3653.0,4100.0,6168.0,0.0,69.43,26.2,870.93,113.48
22.05.16,7434.0,7434.0,4410.0,6213.0,7434.0,0.0,69.78,33.0,994.61,142.53
23.05.16,7775.0,7775.0,4876.0,5581.0,7775.0,0.0,70.34,35.0,990.27,156.31
23.05.16,7775.0,7775.0,4876.0,5581.0,7775.0,0.0,70.34,35.0,990.27,156.31
25.05.16,6205.0,7093.0,4188.0,6688.0,6205.0,0.0,72.31,34.1,921.24,146.53
26.05.16,7667.0,7667.0,4924.0,6535.0,7610.0,0.0,73.93,34.6,973.09,153.3
27.04.16,8300.0,7573.0,6591.0,6607.0,7573.0,664.0,76.84,37,1018.24,166.23
28.05.16,8001.0,8001.0,5251.0,6026.0,8001.0,0.0,74.92,29,1067.55,153.93
29.05.16,8067.0,8067.0,5601.0,7239.0,8067.0,0.0,75.15,34.2,1021.50,163.72
30.05.16,8100.0,7909.0,5842.0,7112.0,7909.0,172.0,75.32,35.5,1003.92,168.04
31.05.16,7775.0,7775.0,6010.0,7083.0,7775.0,0.0,75.36,34.7,997.81,167.15
01.06.16,8200.0,7982.0,5494.0,6964.0,7982.0,196.0,75.46,32.8,1016.31,164.74
02.06.16,8400.0,8236.0,6383.0,7344.0,8236.0,148.0,75.46,35.4,1029.45,176.56
03.06.16,8250.0,8049.0,6358.0,6742.0,8049.0,181.0,75.72,36,983.44,172.55
04.06.16,8400.0,8148.0,6429.0,7043.0,8076.0,292.0,75.51,35,1038.07,182.39
05.06.16,8482.0,8482.0,6605.0,7040.0,8482.0,0.0,75.48,34.6,1045.30,180.23
07.06.16,8357.0,8357.0,6317.0,7163.0,8357.0,0.0,76.57,32.9,1043.52,189.28
06.06.16,8600.0,8420.0,6762.0,7476.0,8367.0,210.0,75.53,32.5,1044.85,180.47
08.06.16,8650.0,8510.0,5921.0,7199.0,8510.0,126.0,77.68,34,1081.79,176.31
09.06.16,8387.0,8387.0,6449.0,7189.0,8387.0,0.0,78.15,31.5,1076.57,177.65
10.06.16,8402.0,8402.0,6077.0,6536.0,8402.0,0.0,78.15,33,1083.87,170.14
11.06.16,8226.0,8226.0,5066.0,5066.0,8226.0,0.0,78.32,34.3,1024.85,163.1
12.06.16,7774.0,7774.0,4767.0,6176.0,7774.0,0.0,79.29,29.5,974.96,151.46
13.06.16,8285.0,8285.0,4884.0,6389.0,8285.0,0.0,81.05,31.2,1026.31,156.39
14.06.16,8551.0,8551.0,5614.0,6737.0,8551.0,0.0,83.17,32.6,1054.34,168.39
15.06.16,8776.0,8776.0,6000.0,7014.0,8776.0,0.0,84.14,32.8,1067.73,175.06
16.06.16,8711.0,8711.0,5973.0,7108.0,8711.0,0.0,84.57,34.2,1072.36,195.05
17.06.16,8512.0,8512.0,6045.0,6296.0,8512.0,0.0,84.99,33.7,1079.96,171.76
18.06.16,8700.0,8617.0,6133.0,6684.0,8582.0,106.0,84.22,34.8,1086.71,177.38
19.06.16,8671.0,8671.0,6547.0,7507.0,8671.0,0.0,85.29,34.0,1063.47,184.62
20.06.16,8800.0,8679.0,6646.0,7209.0,8679.0,109.0,85.35,35.3,1072.29,182.47
21.06.16,8800.0,8647.0,6663.0,7377.0,8590.0,189.0,85.16,34.7,1115.71,185.87
22.06.16,8750.0,8450.0,6623.0,7330.0,8447.0,273.0,85.08,34.7,1096.47,182.26
23.06.16,8738.0,8738.0,6699.0,7290.0,8738.0,0.0,84.98,33.8,1074.51,182.96
24.06.16,8698.0,8698.0,6516.0,6611.0,8698.0,0.0,84.84,34.6,1076.92,176.16
26.06.16,8900.0,8662.0,6792.0,7889.0,8662.0,214.0,84.96,32.5,1075.11,188.44
27.06.16,8900.0,8669.0,7203.0,7674.0,8669.0,208.0,85.2,35,1077.92,188.64
28.06.16,8900.0,8749.0,6982.0,7682.0,8749.0,136.0,85.21,34.6,1112.31,195.96
29.06.16,8950.0,8968.0,7196.0,7559.0,8950.0,0.0,85.21,34.8,1088.99,194.46
29.06.16,8950.0,8968.0,7196.0,7559.0,8950.0,0.0,85.21,34.8,1088.99,194.46
02.07.16,8327.0,8367.0,6356.0,6946.0,8327.0,0.0,87.58,32.2,1102.91,176.94
03.07.16,8066.0,8080.0,5781.0,6253.0,8066.0,0.0,88.54,31.3,1060.60,164.44
04.07.16,7643.0,7643.0,4960.0,5560.0,7643.0,0.0,88.93,30.8,980.09,148.08
05.07.16,7265.0,7265.0,4336.0,4701.0,7265.0,0.0,89.89,28.5,939.94,134.61
06.07.16,7241.0,7241.0,4237.0,4632.0,7241.0,0.0,90.82,28.8,924.18,133.45
07.07.16,7162.0,7167.0,4630.0,5351.0,7162.0,0.0,91.96,33.6,1033.46,135.1
08.07.16,7339.0,7339.0,4908.0,5164.0,7339.0,0.0,93.03,33.6,983.60,140.8
09.07.16,7361.0,7422.0,5050.0,5271.0,7361.0,0.0,94.18,33.5,992.62,143.85
10.07.16,7767.0,7767.0,5277.0,5653.0,7767.0,0.0,94.88,33.0,1008.53,158.39
11.07.16,8120.0,8120.0,5448.0,6213.0,8120.0,0.0,95.49,33.4,1050.73,157.77
12.07.16,8197.0,8197.0,5695.0,6476.0,8197.0,0.0,95.71,33.4,1037.68,164.82
13.07.16,8366.0,8366.0,6089.0,6861.0,8366.0,0.0,95.78,33.5,1060.61,172.08
14.07.16,8528.0,8528.0,6445.0,7276.0,8528.0,0.0,95.77,34.5,1052.09,178.91
15.07.16,8319.0,8319.0,5906.0,6405.0,8319.0,0.0,95.65,33.2,1027.32,167.25
16.07.16,7990.0,7990.0,5459.0,6621.0,7990.0,0.0,95.44,29.5,1036.21,162.03
17.07.16,8207.0,8207.0,5722.0,6712.0,8207.0,0.0,95.34,32.5,1018.93,165.45
18.07.16,8479.0,8479.0,5132.0,6547.0,8479.0,0.0,95.28,31.0,1040.86,161.46
19.07.16,8615.0,8615.0,5765.0,6778.0,8615.0,0.0,95.24,31.5,1065.20,169.11
20.07.16,8650.0,8477.0,6135.0,7103.0,8477.0,156.0,95.24,32.0,1071.83,174.71
21.07.16,8371.0,8371.0,6430.0,7094.0,8371.0,0.0,95.27,31.9,1008.67,175.77
22.07.16,7939.0,7939.0,5761.0,5816.0,7939.0,0.0,95.25,30.8,1018.75,168.05
23.07.16,8259.0,8263.0,5911.0,6585.0,8259.0,0.0,95.18,31.1,978.21,164.05
24.07.16,8375.0,8375.0,6086.0,6829.0,8375.0,0.0,95.09,32.2,991.66,169.4
25.07.16,8216.0,8216.0,6028.0,6877.0,8216.0,0.0,94.97,31.8,992.93,167.19
26.07.16,8400.0,8343.0,5518.0,6779.0,8260.0,126.0,94.86,30.7,1027.33,164.67
27.07.16,8354.0,8402.0,6010.0,6881.0,8354.0,0.0,94.84,33.5,1082.95,172.41
28.07.16,8616.0,8616.0,6243.0,7443.0,8616.0,0.0,94.84,33.5,1067.95,179.05
29.07.16,8277.0,8277.0,5956.0,6101.0,8277.0,0.0,94.94,31.8,1036.25,167.27
30.07.16,8300.0,8035.0,6300.0,7080.0,7984.0,284.0,94.98,33.5,1059.75,173.72
22.04.16,8040.0,8087.0,5959.0,6522.0,8040.0,0.0,79.84,36.4,1092.23,167.36
01.08.16,8472.0,8472.0,6272.0,7212.0,8472.0,0.0,95.1,33.6,1052.78,180.01
02.08.16,8414.0,8414.0,5960.0,7070.0,8414.0,0.0,95.4,33.8,1016.52,183.65
03.08.16,8650.0,8477.0,6304.0,7387.0,8477.0,156.0,95.88,33.8,1033.91,180.5
04.08.16,8600.0,8312.0,6610.0,7384.0,8312.0,259.0,96.06,35,1015.85,181.27
05.08.16,8322.0,8322.0,5929.0,6225.0,8322.0,0.0,96.15,33.3,1036.55,168.68
06.08.16,8438.0,8438.0,5993.0,6822.0,8438.0,0.0,96.18,31.8,1060.88,173.52
07.08.16,8620.0,8501.0,6175.0,7267.0,8501.0,107.0,96.18,32.6,1049.86,176.88
08.08.16,8600.0,8431.0,6602.0,7277.0,8431.0,152.0,96.18,33.3,1044.66,187.46
09.08.16,8350.0,8130.0,6519.0,7021.0,8130.0,198.0,95.75,31.6,1009.14,176.38
10.08.16,7682.0,7682.0,4781.0,5998.0,7682.0,0.0,95.85,28.8,959.16,149.6
11.08.16,8165.0,8165.0,5336.0,6931.0,8165.0,0.0,95.3,32.6,995.29,161.25
12.08.16,8297.0,8297.0,5658.0,6210.0,8297.0,0.0,95.4,33.8,1017.85,163.46
13.08.16,8550.0,8395.0,6466.0,7359.0,8342.0,187.0,95.31,33.5,1041.54,177.77
14.08.16,8700.0,8418.0,6647.0,7383.0,8418.0,254.0,97.25,33.4,1067.45,181.95
15.08.16,8461.0,8461.0,6425.0,6935.0,8461.0,0.0,95.16,34.8,1096.39,178.36
16.08.16,7727.0,7908.0,6346.0,7253.0,7727.0,0.0,95.52,33.8,1087.55,171.58
17.08.16,8073.0,8073.0,6118.0,6719.0,8073.0,0.0,96.12,31,1087.55,169.43
19.08.16,8466.0,8466.0,6384.0,6699.0,8466.0,0.0,97.17,34.8,1087.55,174.55
20.08.16,8700.0,8504.0,6868.0,7248.0,8479.0,199.0,97.19,33.6,0.00,184.18
18.08.16,8700.0,8572.0,6274.0,7347.0,8501.0,115.0,96.86,32.6,1087.55,177.22
21.08.16,6406.0,8293.0,5108.0,6737.0,6406.0,0.0,97.24,29.6,1087.55,160.69
22.08.16,8700.0,8560.0,4923.0,6533.0,8502.0,178.0,98.95,32.2,1087.55,159.88
25.08.16,8700.0,8142.0,6678.0,7195.0,8003.0,627.0,100.66,36.1,1087.55,179.71
24.08.16,8750.0,8369.0,7014.0,7595.0,8364.0,347.0,100.49,34.6,1087.55,186.29
26.08.16,8600.0,8477.0,5678.0,6593.0,8271.0,295.0,100.7,33.2,1087.55,165.18
23.08.16,8800.0,8680.0,6305.0,7171.0,8680.0,108.0,99.79,33.2,1087.55,189.11
27.08.16,8800.0,8569.0,6462.0,7253.0,8569.0,208.0,100.9,35.5,1064.39,181.19
28.08.16,8800.0,8449.0,6615.0,7518.0,8449.0,316.0,101.05,32.2,1043.78,184.23
29.08.16,8950.0,8602.0,6824.0,7514.0,8602.0,313.0,101.14,34.2,1069.32,186.4
30.08.16,9000.0,8719.0,6881.0,7579.0,8700.0,270.0,101.48,35.3,1071.87,186.87
31.08.16,8900.0,8545.0,6821.0,7542.0,8495.0,365.0,101.69,33.7,1073.75,184.37
01.09.16,8800.0,8482.0,6551.0,7339.0,8482.0,286.0,101.78,33.4,1011.28,182.04
02.09.16,8500.0,8253.0,6117.0,6505.0,8107.0,354.0,102.2,32.8,991.52,172.68
03.09.16,8650.0,8220.0,6060.0,6735.0,8220.0,387.0,102.72,32.6,1049.78,173.75
04.09.16,8700.0,8224.0,6606.0,7391.0,8212.0,439.0,103.03,32.5,1015.93,180.02
05.09.16,8800.0,8409.0,6528.0,7096.0,8409.0,352.0,103.24,32.5,1044.73,198.23
06.09.16,8700.0,8325.0,6342.0,7111.0,8304.0,356.0,103.28,31.4,1038.55,179.25
07.09.16,8900.0,8566.0,6695.0,7031.0,8566.0,301.0,103.31,32.8,1056.44,183.32
08.09.16,8890.0,8890.0,6664.0,7577.0,8890.0,0.0,103.25,33.6,1081.55,186.6
09.09.16,8800.0,8653.0,6429.0,6909.0,8653.0,132.0,103.13,34.4,1043.83,178.7
10.09.16,8450.0,8311.0,6496.0,6826.0,8295.0,140.0,103.01,34.2,1104.98,173.14
11.09.16,7976.0,7976.0,6120.0,6319.0,7976.0,0.0,102.91,32.8,1123.84,167.0
12.09.16,7593.0,7593.0,5236.0,5399.0,7593.0,0.0,102.83,32.3,1022.94,148.26
13.09.16,7345.0,7345.0,4317.0,4403.0,7345.0,0.0,102.85,29.2,978.94,135.7
14.09.16,7461.0,7461.0,5046.0,5348.0,7461.0,0.0,103.09,32.6,1018.84,144.33
14.09.16,7461.0,7461.0,5046.0,5348.0,7461.0,0.0,103.09,32.6,1018.84,144.33
16.09.16,7679.0,7716.0,5368.0,5639.0,7716.0,0.0,104.17,33.8,986.42,161.67
17.09.16,7965.0,7965.0,5916.0,6223.0,7965.0,0.0,105.0,34.7,1008.92,160.27
18.09.16,8300.0,8082.0,5908.0,6772.0,8082.0,196.0,105.71,33.0,985.15,166.68
19.09.16,8350.0,8204.0,6031.0,6747.0,8183.0,150.0,106.21,29.7,1000.44,171.02
20.09.16,8400.0,8285.0,5196.0,6533.0,8285.0,104.0,106.4,31.1,954.84,170.79
21.09.16,8350.0,8210.0,6101.0,7024.0,8179.0,154.0,106.64,31.8,996.23,173.39
22.09.16,8550.0,8401.0,6094.0,7133.0,8401.0,134.0,106.86,32.7,1049.55,174.88
23.09.16,8085.0,8085.0,5918.0,6255.0,8215.0,0.0,106.96,34.0,1048.50,166.97
24.09.16,8790.0,8790.0,6206.0,7007.0,8790.0,0.0,107.12,32.2,1094.86,176.08
25.09.16,8484.0,8484.0,6374.0,6933.0,8484.0,0.0,107.23,34.1,1051.94,176.03
27.09.16,8700.0,8700.0,6306.0,7294.0,8700.0,0.0,107.36,34.4,1056.47,181.04
28.09.16,8750.0,8628.0,6306.0,7209.0,8593.0,141.0,107.43,30.2,1012.95,182.47
29.09.16,8750.0,8628.0,6306.0,7209.0,8593.0,141.0,107.43,30.2,1012.95,182.47
30.09.16,8739.0,8739.0,6210.0,6431.0,8739.0,0.0,107.74,34.4,1056.94,178.42
01.10.16,8800.0,8606.0,6305.0,7395.0,8570.0,207.0,108.16,34.0,994.35,181.99
02.10.16,8900.0,8789.0,6975.0,7490.0,8789.0,100.0,108.44,32.3,1047.56,186.15
03.10.16,8900.0,8692.0,6754.0,7367.0,8640.0,234.0,108.73,34,1032.80,187.77
04.10.16,8900.0,8681.0,6860.0,7553.0,8681.0,197.0,108.86,35.5,1012.46,179.61
05.10.16,8900.0,8784.0,6528.0,7612.0,8748.0,137.0,108.77,32.8,1061.33,184.63
07.10.16,8614.0,8614.0,5995.0,6280.0,8590.0,0.0,108.51,31.8,1033.61,173.33
08.10.16,8804.0,8804.0,6380.0,7401.0,8804.0,0.0,108.49,32.6,1101.89,181.29
12.10.16,8105.0,8105.0,5095.0,5898.0,8105.0,0.0,108.67,31.4,951.93,155.8
11.10.16,7914.0,7914.0,5649.0,6416.0,7914.0,0.0,108.72,30.2,966.49,158.45
09.10.16,8864.0,8864.0,6514.0,7345.0,8864.0,0.0,108.77,33.0,1073.19,184.96
06.10.16,8850.0,8704.0,6651.0,7467.0,8704.0,131.0,108.51,30.4,1052.30,186.06
10.10.16,8606.0,8606.0,6433.0,7327.0,8606.0,0.0,108.82,33.5,1024.21,176.09
13.10.16,8198.0,8198.0,5620.0,6963.0,8198.0,0.0,108.86,33.0,983.23,166.83
14.10.16,7993.0,7993.0,5450.0,5998.0,7977.0,0.0,108.65,32.4,997.55,157.14
15.10.16,8700.0,8568.0,5570.0,6521.0,8568.0,119.0,108.64,33.5,1020.59,167.34
16.10.16,8630.0,8630.0,6004.0,7494.0,8630.0,0.0,108.58,34.4,1030.52,176.39
17.10.16,8650.0,8609.0,6204.0,7402.0,8495.0,140.0,108.47,34.7,1015.58,185.48
18.10.16,8694.0,8694.0,6542.0,7567.0,8694.0,0.0,108.33,34.6,1009.09,183.91
19.10.16,8802.0,8802.0,6507.0,7472.0,8802.0,0.0,108.22,34.7,995.66,184.22
20.10.16,8640.0,8640.0,6426.0,7407.0,8640.0,0.0,108.11,36,973.25,182.79
21.10.16,8275.0,8275.0,5686.0,6410.0,8275.0,0.0,108.1,35.8,988.57,165.23
22.10.16,8275.0,8275.0,5686.0,6410.0,8275.0,0.0,108.1,35.8,988.57,165.23
23.10.16,8547.0,8547.0,5739.0,7098.0,8547.0,0.0,107.61,33.2,1005.23,170.31
24.10.16,8676.0,8676.0,5733.0,7024.0,8676.0,0.0,107.47,32.5,1015.19,169.2
25.10.16,8742.0,8742.0,5827.0,7100.0,8742.0,0.0,107.24,34,1032.29,172.83
26.10.16,8850.0,8850.0,6130.0,7376.0,8850.0,0.0,107.09,33.8,1022.56,178.4
27.10.16,8214.0,8214.0,5640.0,6357.0,8214.0,0.0,106.85,30.2,942.52,163.29
28.10.16,7532.0,7532.0,5213.0,5760.0,7532.0,0.0,106.85,30.5,913.93,148.85
30.10.16,8460.0,8460.0,5580.0,6903.0,8460.0,0.0,106.48,32.5,988.73,166.62
31.10.16,8559.0,8559.0,5766.0,7147.0,8559.0,0.0,106.38,33,991.79,170.78
01.10.16,8800.0,8606.0,6305.0,7395.0,8570.0,207.0,108.16,34.0,994.35,181.99
02.11.16,8493.0,8493.0,6006.0,7175.0,8493.0,0.0,106.01,34.1,1008.17,175.02
03.11.16,8497.0,8497.0,6149.0,7446.0,8497.0,0.0,105.77,34.5,974.79,176.5
04.11.16,7263.0,7263.0,4840.0,5301.0,7263.0,0.0,105.53,28.5,868.00,147.38
05.11.16,6583.0,6583.0,4800.0,5781.0,6583.0,0.0,105.48,25,799.09,132.3
06.11.16,7200.0,7200.0,3800.0,5368.0,7153.0,0.0,105.71,24.2,833.34,123.25
07.11.16,7536.0,7536.0,4360.0,5781.0,7536.0,0.0,105.69,27.4,827.95,136.56
08.11.16,7598.0,7598.0,4505.0,5922.0,7598.0,0.0,105.99,30.2,841.36,149.94
09.11.16,7630.0,7630.0,4508.0,5998.0,7630.0,0.0,105.91,31.2,880.24,141.25
10.11.16,7615.0,7615.0,4698.0,6041.0,7615.0,0.0,105.8,30.7,862.80,141.75
11.11.16,6818.0,6818.0,4438.0,4859.0,6818.0,0.0,105.7,29.5,843.68,126.56
12.11.16,7485.0,7485.0,4390.0,5531.0,7485.0,0.0,105.44,30.1,895.41,136.54
13.11.16,7724.0,7724.0,4573.0,6043.0,7724.0,0.0,105.42,30.8,926.30,141.16
15.11.16,7555.0,7555.0,4533.0,5802.0,7555.0,0.0,104.93,29.8,932.07,139.27
16.11.16,7662.0,7662.0,4498.0,5729.0,7662.0,0.0,104.72,30.4,883.29,139.61
19.11.16,7464.0,7464.0,4149.0,5373.0,7464.0,0.0,104.27,29.8,896.28,130.94
22.11.16,7366.0,7366.0,4347.0,5624.0,7366.0,0.0,104.03,28.5,875.32,134.32
20.11.16,7462.0,7462.0,4406.0,5743.0,7462.0,0.0,104.19,29.8,882.42,136.05
21.11.16,7445.0,7445.0,4365.0,5722.0,7445.0,0.0,104.11,28.5,890.03,135.53
23.11.16,7428.0,7376.0,4364.0,5673.0,7376.0,0.0,103.95,28.5,884.59,136.92
24.11.16,7406.0,7406.0,4342.0,5728.0,7406.0,0.0,103.94,29.5,850.76,135.6
25.11.16,6723.0,6723.0,4299.0,4522.0,6723.0,0.0,103.71,29.2,792.04,120.79
26.11.16,7253.0,7253.0,4129.0,5286.0,7253.0,0.0,103.61,28.4,839.88,129.6
27.11.16,7450.0,7450.0,4286.0,5609.0,7450.0,0.0,103.51,28.5,850.53,134.05
28.11.16,7486.0,7488.0,4384.0,5511.0,7488.0,0.0,103.43,28.8,865.75,133.91
28.11.16,7486.0,7488.0,4384.0,5511.0,7488.0,0.0,103.43,28.8,865.75,133.91
30.11.16,7601.0,7601.0,4341.0,5735.0,7601.0,0.0,103.22,29.2,866.04,137.49
01.12.16,7550.0,7550.0,4422.0,5504.0,7550.0,0.0,103.11,29.6,865.88,136.53
02.12.16,6811.0,6811.0,4391.0,4816.0,6811.0,0.0,102.99,29.6,869.35,122.73
03.12.16,7551.0,7551.0,4200.0,5403.0,7551.0,0.0,102.89,29.5,880.13,131.89
04.12.16,7642.0,7642.0,4436.0,5558.0,7642.0,0.0,102.81,30.4,887.28,137.61
05.12.16,7557.0,7557.0,4407.0,5628.0,7557.0,0.0,102.74,29.6,857.50,136.53
06.12.16,7549.0,7549.0,4266.0,5648.0,7549.0,0.0,102.64,29.6,854.97,143.04
07.12.16,7589.0,7589.0,4247.0,5817.0,7589.0,0.0,102.55,30.7,845.45,135.27
